nama,lat,lng,alamat,deskripsi,kontak,rating,foto,placeId
"Parna Jaya Souvenir Shop",2.6520683,98.8621802,"Jl. Pasar Baru, Tomok, Kec. Simanindo","Kios oleh-oleh khas Batak — kain ulos, ukiran, dan aksesoris. Harga bisa ditawar.","0821-6757-8771",3.3,,"ChIJLReJiKnpMTARkgBhktZyQ24"
